,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,average_rating,num_ratings
2382,3000,Princess Mononoke (Mononoke-hime),1997.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3.9583333333333335,48
2802,3578,Gladiator,2000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.958100558659218,179
2803,8132,Gladiator,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.958100558659218,179
7490,80489,"Town, The",2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.9545454545454546,22
1521,1952,Midnight Cowboy,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9545454545454546,22
2381,2997,Being John Malkovich,1999.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.9545454545454546,99
1327,1653,Gattaca,1997.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.953488372093023,86
3899,5225,And Your Mother Too (Y tu mamá también),2001.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9523809523809526,21
7587,84152,Limitless,2011.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.95,30
4734,6807,Monty Python's The Meaning of Life,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.95,40
1809,2289,"Player, The",1992.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.9473684210526314,38
5,6,Heat,1995.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.946078431372549,102
7015,64614,Gran Torino,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9456521739130435,46
4269,5902,Adaptation,2002.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.9456521739130435,46
1641,2076,Blue Velvet,1986.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.9456521739130435,46
6437,48774,Children of Men,2006.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3.9453125,64
5057,7387,Dawn of the Dead,1978.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.9444444444444446,36
5056,7360,Dawn of the Dead,2004.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.9444444444444446,36
1029,1265,Groundhog Day,1993.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.944055944055944,143
8111,99114,Django Unchained,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.943661971830986,71
1069,1304,Butch Cassidy and the Sundance Kid,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.943548387096774,62
7383,76093,How to Train Your Dragon,2010.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3.943396226415094,53
341,364,"Lion King, The",1994.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,3.941860465116279,172
1053,1287,Ben-Hur,1959.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9411764705882355,34
6076,34405,Serenity,2005.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.94,50
7081,67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",2009.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3.94,25
241,265,Like Water for Chocolate (Como agua para chocolate),1992.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.9393939393939394,33
1749,2194,"Untouchables, The",1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.9384615384615387,65
850,1035,"Sound of Music, The",1965.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9375,64
2341,2951,"Fistful of Dollars, A (Per un pugno di dollari)",1964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.9358974358974357,39
2861,3671,Blazing Saddles,1974.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.935483870967742,62
755,6331,Spellbound,2002.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9347826086956523,23
3820,5060,M*A*S*H (a.k.a. MASH),1970.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.9347826086956523,46
754,931,Spellbound,1945.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9347826086956523,23
3285,4235,Amores Perros (Love's a Bitch),2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9347826086956523,23
756,149508,Spellbound,2011.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9347826086956523,23
2636,3362,Dog Day Afternoon,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9342105263157894,38
4854,7022,Battle Royale (Batoru rowaiaru),2000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3.933333333333333,30
2462,3100,"River Runs Through It, A",1992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.9318181818181817,22
404,441,Dazed and Confused,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9285714285714284,42
221,247,Heavenly Creatures,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9285714285714284,21
3306,4262,Scarface,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3.927536231884058,69
3307,25788,Scarface,1932.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.927536231884058,69
877,1080,Monty Python's Life of Brian,1979.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9269662921348316,89
16,16,Casino,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.926829268292683,82
9423,166528,Rogue One: A Star Wars Story,2016.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.925925925925926,27
8717,122918,Guardians of the Galaxy 2,2017.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.925925925925926,27
1384,1732,"Big Lebowski, The",1998.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.9245283018867925,106
1776,2248,Say Anything...,1989.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.923076923076923,39
876,1079,"Fish Called Wanda, A",1988.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.9225352112676055,71
3077,3949,Requiem for a Dream,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.921875,96
4314,5989,Catch Me If You Can,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9217391304347826,115
4910,7090,Hero (Ying xiong),2002.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.9210526315789473,38
0,1,Toy Story,1995.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.9209302325581397,215
8349,106920,Her,2013.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.92,25
7074,66934,Dr. Horrible's Sing-Along Blog,2008.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.9166666666666665,24
8342,106782,"Wolf of Wall Street, The",2013.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3.9166666666666665,54
7541,81847,Tangled,2010.0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3.9166666666666665,24
5304,8368,Harry Potter and the Prisoner of Azkaban,2004.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.913978494623656,93
8577,115713,Ex Machina,2015.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9107142857142856,28
7710,88125,Harry Potter and the Deathly Hallows: Part 2,2011.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,3.91,50
6708,55765,American Gangster,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.9054054054054053,37
1032,1267,"Manchurian Candidate, The",1962.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.9047619047619047,42
1033,8781,"Manchurian Candidate, The",2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9047619047619047,42
239,262,"Little Princess, A",1995.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.9047619047619047,21
9006,139385,The Revenant,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.903225806451613,31
4942,7143,"Last Samurai, The",2003.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3.903225806451613,62
6681,55247,Into the Wild,2007.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3.902439024390244,41
4134,5617,Secretary,2002.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.9,25
2272,2871,Deliverance,1972.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9,30
3151,4034,Traffic,2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.9,70
6712,55820,No Country for Old Men,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8984375,64
1808,90345,"Thing, The",2011.0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3.8979591836734695,49
1807,2288,"Thing, The",1982.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.8979591836734695,49
1582,5072,Metropolis,2001.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8970588235294117,34
1581,2010,Metropolis,1927.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8970588235294117,34
1003,1240,"Terminator, The",1984.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8969465648854964,131
634,745,Wallace & Gromit: A Close Shave,1995.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.8958333333333335,48
284,307,Three Colors: Blue (Trois couleurs: Bleu),1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8958333333333335,24
747,924,2001: A Space Odyssey,1968.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8944954128440368,109
2193,2762,"Sixth Sense, The",1999.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.893854748603352,179
1710,2150,"Gods Must Be Crazy, The",1980.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.892857142857143,28
9223,152081,Zootopia,2016.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3.890625,32
7168,69844,Harry Potter and the Half-Blood Prince,2009.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.8879310344827585,58
840,1028,Mary Poppins,1964.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.887323943661972,71
7488,80463,"Social Network, The",2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8859649122807016,57
6265,44191,V for Vendetta,2006.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3.885,100
7752,89492,Moneyball,2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8846153846153846,26
6352,46578,Little Miss Sunshine,2006.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.883116883116883,77
742,919,"Wizard of Oz, The",1939.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.880434782608696,92
1035,1269,Arsenic and Old Lace,1944.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3.8793103448275863,29
1118,1356,Star Trek: First Contact,1996.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.879120879120879,91
236,261,Little Women,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.877551020408163,49
238,7054,Little Women,1949.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.877551020408163,49
237,4921,Little Women,1933.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.877551020408163,49
7242,71535,Zombieland,2009.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3.8773584905660377,53
1192,1449,Waiting for Guffman,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.875,24
4270,5903,Equilibrium,2002.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.875,44
487,529,Searching for Bobby Fischer,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.875,40
873,1073,Willy Wonka & the Chocolate Factory,1971.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.8739495798319328,119
1295,1610,"Hunt for Red October, The",1990.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8722222222222222,90
1522,1953,"French Connection, The",1971.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.871794871794872,39
3714,4886,"Monsters, Inc.",2001.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.871212121212121,132
8393,108932,The Lego Movie,2014.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3.870967741935484,31
994,1230,Annie Hall,1977.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8706896551724137,58
6129,37741,Capote,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.869565217391304,23
8597,116823,The Hunger Games: Mockingjay - Part 1,2014.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.869565217391304,23
5081,7438,Kill Bill: Vol. 2,2004.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.868181818181818,110
6507,50872,Ratatouille,2007.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.8680555555555554,72
3334,4306,Shrek,2001.0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.8676470588235294,170
3039,3897,Almost Famous,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8674698795180724,83
7903,93510,21 Jump Street,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.8653846153846154,26
7107,68358,Star Trek,2009.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3.864406779661017,59
995,1231,"Right Stuff, The",1983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8636363636363638,22
6641,54503,Superbad,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8636363636363638,55
2074,2600,eXistenZ,1999.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8636363636363638,22
6627,54001,Harry Potter and the Order of the Phoenix,2007.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3.8620689655172415,58
851,1036,Die Hard,1988.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3.8620689655172415,145
6036,33794,Batman Begins,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.8620689655172415,116
2145,2700,"South Park: Bigger, Longer and Uncut",1999.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.861842105263158,76
1766,2231,Rounders,1998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.861111111111111,36
2475,3114,Toy Story 2,1999.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3.8608247422680413,97
4216,5796,Casino Royale,1967.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.86046511627907,86
4217,49272,Casino Royale,2006.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.86046511627907,86
6550,51935,Shooter,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.86,25
1485,1912,Out of Sight,1998.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3.859375,32
1072,1307,When Harry Met Sally...,1989.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8588235294117648,85
2929,3740,Big Trouble in Little China,1986.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,3.857142857142857,28
5975,32587,Sin City,2005.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3.857142857142857,84
2212,2791,Airplane!,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8563218390804597,87
200,223,Clerks,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.855769230769231,104
6282,44665,Lucky Number Slevin,2006.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3.8552631578947367,38
8706,122886,Star Wars: Episode VII - The Force Awakens,2015.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3.8536585365853657,41
8573,115617,Big Hero 6,2014.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.8536585365853657,41
7298,73017,Sherlock Holmes,2009.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3.853448275862069,58
3122,4002,"Planes, Trains & Automobiles",1987.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8518518518518516,27
3092,3967,Billy Elliot,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8513513513513513,37
1493,1921,Pi,1998.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.851063829787234,47
2637,3363,American Graffiti,1973.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8488372093023258,43
726,902,Breakfast at Tiffany's,1961.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8472222222222223,36
1100,1343,Cape Fear,1991.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8461538461538463,39
1101,1344,Cape Fear,1962.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.8461538461538463,39
5863,30707,Million Dollar Baby,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8461538461538463,52
131,150,Apollo 13,1995.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.845771144278607,201
1818,2300,"Producers, The",1968.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8452380952380953,42
1819,42002,"Producers, The",2005.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8452380952380953,42
8565,115149,John Wick,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8448275862068964,29
3760,4963,Ocean's Eleven,2001.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8445378151260505,119
3689,4848,Mulholland Drive,2001.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,3.843137254901961,51
2740,3499,Misery,1990.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3.840909090909091,44
4291,5954,25th Hour,2002.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.840909090909091,22
1120,1358,Sling Blade,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8404255319148937,47
1863,2352,"Big Chill, The",1983.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.84,25
2337,2947,Goldfinger,1964.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.839622641509434,53
2314,2918,Ferris Bueller's Day Off,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8394495412844036,109
1629,2064,Roger & Me,1989.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.838709677419355,31
3117,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.8363636363636364,110
5511,8961,"Incredibles, The",2004.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3.836,125
35,36,Dead Man Walking,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8358208955223883,67
535,590,Dances with Wolves,1990.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.8353658536585367,164
1059,1293,Gandhi,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8333333333333335,27
4943,7147,Big Fish,2003.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.8333333333333335,69
1158,1408,"Last of the Mohicans, The",1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.8333333333333335,39
7731,88810,"Help, The",2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8333333333333335,21
942,1175,Delicatessen,1991.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8333333333333335,21
8713,122904,Deadpool,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3.8333333333333335,54
8458,111362,X-Men: Days of Future Past,2014.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8333333333333335,30
3823,5064,The Count of Monte Cristo,2002.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3.828125,32
1523,1954,Rocky,1976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.828125,64
2782,3552,Caddyshack,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.826923076923077,52
983,1219,Psycho,1960.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.8260869565217392,92
984,2389,Psycho,1998.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3.8260869565217392,92
1027,1263,"Deer Hunter, The",1978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.8255813953488373,43
1392,1748,Dark City,1998.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8229166666666665,48
1536,1967,Labyrinth,1986.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8214285714285716,42
8704,122882,Mad Max: Fury Road,2015.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.8191489361702127,47
691,84847,Emma,2009.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8181818181818183,33
3196,4105,"Evil Dead, The",1981.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3.8181818181818183,22
689,838,Emma,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8181818181818183,33
690,26958,Emma,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8181818181818183,33
6181,40815,Harry Potter and the Goblet of Fire,2005.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3.816901408450704,71
512,553,Tombstone,1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.8153846153846156,65
1161,1941,Hamlet,1948.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.814814814814815,27
1163,3598,Hamlet,2000.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.814814814814815,27
6419,48394,"Pan's Labyrinth (Laberinto del fauno, El)",2006.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.814814814814815,81
1164,3723,Hamlet,1990.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.814814814814815,27
1162,2820,Hamlet,1964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.814814814814815,27
1160,1411,Hamlet,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.814814814814815,27
8918,134853,Inside Out,2015.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,3.813953488372093,43
3289,4239,Blow,2001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8137254901960786,51
8101,98809,"Hobbit: An Unexpected Journey, The",2012.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.8125,40
1351,1682,"Truman Show, The",1998.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.812,125
4020,5444,Lilo & Stitch,2002.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.810344827586207,29
3791,5010,Black Hawk Down,2001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.81,50
8006,96079,Skyfall,2012.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3.81,50
6981,63082,Slumdog Millionaire,2008.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.8098591549295775,71
985,1220,"Blues Brothers, The",1980.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.8095238095238093,84
6204,41997,Munich,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3.8095238095238093,21
3145,4027,"O Brother, Where Art Thou?",2000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.8085106382978724,94
1530,1961,Rain Man,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8072916666666665,96
2470,3108,"Fisher King, The",1991.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3.8055555555555554,36
5036,7323,"Good bye, Lenin!",2003.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8043478260869565,23
1020,1256,Duck Soup,1933.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.8043478260869565,23
